date,campaign_name,channel,region,impressions,clicks,signups,transactions,transaction_amount,campaign_cost,active_users,payment_type,customer_segment
2025-11-21,Cashback Offer,Google Ads,Sylhet,36710,1687,361,332,526961.8,3954.07,7013,Mobile Recharge,Premium User
2025-11-21,Merchant Payment Promo,Google Ads,Mymensingh,13058,848,221,150,110101.96,906.81,23491,Mobile Recharge,New User
2025-11-21,Student Recharge Promo,SMS,Barishal,25467,2297,522,420,719772.65,2268.78,12266,Bill Pay,Premium User
2025-11-22,Bill Pay Campaign,Facebook,Dhaka,65102,3855,402,383,316139.98,7449.14,65472,QR Payment,Premium User
2025-11-22,App Signup Bonus,Facebook,Rajshahi,20574,1598,375,361,885841.8,4063.47,13420,Bill Pay,Premium User
2025-11-23,Eid Offer,Push Notification,Sylhet,46528,3201,976,764,1792820.24,1214.12,20026,Merchant Payment,Merchant
2025-11-23,Cashback Offer,SMS,Chattogram,47646,3417,670,575,1910546.19,2262.74,36542,Bill Pay,Premium User
2025-11-23,Merchant Payment Promo,SMS,Khulna,41487,4057,418,190,783441.05,2258.52,30274,QR Payment,Merchant
2025-11-23,Student Recharge Promo,YouTube,Khulna,4972,303,9,6,3710.15,750.59,5184,Merchant Payment,Student
2025-11-24,Merchant Payment Promo,Facebook,Khulna,23639,1027,88,43,23603.64,2113.78,30886,Merchant Payment,Existing User
2025-11-24,QR Payment Campaign,YouTube,Khulna,34671,1587,202,113,58574.18,5301.09,18493,Bill Pay,Student
2025-11-24,QR Payment Campaign,SMS,Mymensingh,22593,1548,303,282,451933.58,2759.84,17881,Mobile Recharge,Existing User
2025-11-24,Ramadan Campaign,Google Ads,Sylhet,50749,2229,305,246,202811.5,9138.81,21389,Merchant Payment,Existing User
2025-11-25,Bill Pay Campaign,Facebook,Dhaka,109871,6738,2001,1936,3395818.21,9799.79,14789,Merchant Payment,Premium User
2025-11-25,App Signup Bonus,Google Ads,Chattogram,131822,5199,1185,874,577564.17,28173.15,40543,Bill Pay,New User
2025-11-25,QR Payment Campaign,SMS,Sylhet,94511,6074,2115,1498,1244007.09,11671.72,3241,Bill Pay,New User
2025-11-25,Student Recharge Promo,Push Notification,Dhaka,129639,9992,2932,2468,4620510.4,4825.71,23917,Bill Pay,Merchant
2025-11-25,QR Payment Campaign,Email,Rajshahi,41062,1713,233,219,411427.65,1572.64,3161,Mobile Recharge,Existing User
2025-11-25,QR Payment Campaign,Facebook,Dhaka,32344,2040,564,429,587601.43,6766.06,12262,Merchant Payment,Existing User
2025-11-26,Student Recharge Promo,Google Ads,Khulna,71086,3000,349,264,331945.04,6789.58,30188,Merchant Payment,Existing User
2025-11-26,Ramadan Campaign,Google Ads,Rangpur,15093,221,48,47,55503.53,1628.24,17497,Mobile Recharge,Existing User
2025-11-26,Bill Pay Campaign,Email,Mymensingh,49289,1646,200,141,69183.73,1148.94,4395,Merchant Payment,Student
2025-11-26,Cashback Offer,Google Ads,Chattogram,73290,3080,504,260,297781.72,7963.75,13002,Send Money,New User
2025-11-27,Merchant Payment Promo,SMS,Chattogram,49755,2990,760,407,587294.32,4480.15,20127,Send Money,Merchant
2025-11-27,Cashback Offer,Email,Mymensingh,21522,1198,141,108,101059.69,976.79,5024,Send Money,New User
2025-11-27,Ramadan Campaign,SMS,Rajshahi,69917,4780,1095,913,956439.47,8105.0,31133,Bill Pay,Merchant
2025-11-27,App Signup Bonus,Push Notification,Barishal,44379,3601,1305,542,182194.5,1657.1,10228,Bill Pay,New User
2025-11-27,Student Recharge Promo,Google Ads,Chattogram,44039,1781,247,163,72495.0,4632.69,4521,Merchant Payment,Student
2025-11-27,Cashback Offer,YouTube,Barishal,41615,2290,285,234,122011.23,3626.83,7811,Mobile Recharge,Existing User
2025-11-27,App Signup Bonus,Email,Sylhet,83792,2588,341,280,236367.63,2754.94,22454,Mobile Recharge,New User
2025-11-27,QR Payment Campaign,Google Ads,Khulna,51772,2090,459,343,441564.3,4512.55,13157,Send Money,Existing User
2025-11-28,Merchant Payment Promo,SMS,Barishal,48534,4238,537,393,263134.93,3165.9,9053,QR Payment,Student
2025-11-29,Eid Offer,Google Ads,Sylhet,72220,4674,1353,807,312925.02,6033.49,17972,Bill Pay,New User
2025-11-29,App Signup Bonus,Push Notification,Rajshahi,49055,3723,1344,1137,923063.51,1804.68,29689,Bill Pay,New User
2025-11-29,Eid Offer,SMS,Barishal,49565,3808,515,401,1573486.22,4368.55,7136,Mobile Recharge,Merchant
2025-11-29,Ramadan Campaign,Push Notification,Rajshahi,37227,3323,1198,993,821217.4,815.72,4108,Send Money,Existing User
2025-11-30,QR Payment Campaign,Push Notification,Dhaka,18460,1624,612,297,961096.24,955.64,9897,Bill Pay,Merchant
2025-12-01,Student Recharge Promo,Push Notification,Rajshahi,40656,3471,992,763,1614470.88,2439.67,11405,Bill Pay,Merchant
2025-12-01,Student Recharge Promo,YouTube,Sylhet,11836,600,130,97,54811.04,2975.75,9754,Merchant Payment,Premium User
2025-12-01,Ramadan Campaign,Push Notification,Sylhet,7818,632,309,119,109075.31,337.78,29778,Merchant Payment,Student
2025-12-01,Ramadan Campaign,Google Ads,Chattogram,99715,5485,943,918,1745101.49,18713.29,25206,Merchant Payment,Premium User
2025-12-02,Student Recharge Promo,SMS,Sylhet,38581,2746,708,680,454410.91,1864.31,27343,Send Money,Existing User
2025-12-02,Bill Pay Campaign,SMS,Sylhet,76719,6352,1850,1386,424888.12,4758.77,9558,Mobile Recharge,Student
2025-12-02,Eid Offer,Push Notification,Sylhet,44993,4564,1102,1079,2025784.64,2214.85,34425,Bill Pay,Merchant
2025-12-02,Cashback Offer,Google Ads,Barishal,55758,2714,372,246,185434.49,14322.65,15824,QR Payment,Existing User
2025-12-02,Eid Offer,SMS,Sylhet,75931,7180,1893,1175,2022663.27,9211.19,7628,QR Payment,New User
2025-12-03,Eid Offer,Google Ads,Dhaka,111325,5158,947,561,1502620.98,20601.24,29801,Mobile Recharge,Premium User
2025-12-03,Bill Pay Campaign,SMS,Khulna,71712,5106,1334,705,174927.88,4209.5,28249,QR Payment,Student
2025-12-03,Eid Offer,Push Notification,Chattogram,76404,6328,2345,2188,8384779.39,2532.91,42422,Bill Pay,Merchant
2025-12-04,Merchant Payment Promo,SMS,Barishal,27814,2098,633,306,292450.15,3109.61,4180,Merchant Payment,New User
2025-12-04,Ramadan Campaign,Google Ads,Rajshahi,13052,660,90,50,23285.84,2567.48,5267,Bill Pay,Student
2025-12-04,Ramadan Campaign,Google Ads,Barishal,36608,1840,294,143,219978.48,7402.7,23751,QR Payment,Premium User
2025-12-04,QR Payment Campaign,Email,Dhaka,159917,10809,1182,1003,3688731.02,3859.21,29242,Send Money,Merchant
2025-12-04,Ramadan Campaign,SMS,Mymensingh,59574,5578,1016,522,1476992.73,5138.28,2753,QR Payment,Premium User
2025-12-04,Merchant Payment Promo,Email,Chattogram,116716,2513,372,268,610859.48,3692.91,20558,QR Payment,Merchant
2025-12-04,Ramadan Campaign,YouTube,Rangpur,71142,4881,1291,630,402559.64,22318.38,9891,Send Money,New User
2025-12-05,Bill Pay Campaign,Email,Rangpur,21451,901,195,125,119891.2,565.81,22012,Send Money,New User
2025-12-05,Cashback Offer,Email,Mymensingh,23534,725,133,79,98100.78,480.2,6896,QR Payment,Existing User
2025-12-05,Bill Pay Campaign,Google Ads,Rajshahi,12998,586,96,49,101546.12,2658.68,22086,Bill Pay,Merchant
2025-12-06,Ramadan Campaign,Email,Sylhet,78419,3343,601,245,104808.66,1693.05,18435,Send Money,Student
2025-12-06,App Signup Bonus,Email,Sylhet,52985,886,113,101,200911.35,2730.67,3848,Merchant Payment,Premium User
2025-12-06,Eid Offer,Facebook,Dhaka,82134,2781,542,512,1831398.18,5606.41,27042,Mobile Recharge,Merchant
2025-12-06,App Signup Bonus,Google Ads,Barishal,6476,156,54,46,23097.73,700.26,3428,QR Payment,New User
2025-12-06,Student Recharge Promo,YouTube,Rangpur,64756,4035,692,678,1165035.73,19363.1,14691,Mobile Recharge,Premium User
2025-12-07,Bill Pay Campaign,Facebook,Khulna,57118,3703,816,567,853058.07,8979.02,26003,Merchant Payment,Existing User
2025-12-07,Student Recharge Promo,Google Ads,Sylhet,59790,2524,310,246,341912.31,14481.4,3342,Mobile Recharge,Merchant
2025-12-08,Ramadan Campaign,YouTube,Chattogram,35243,1470,169,97,103090.58,8742.44,26825,Bill Pay,Existing User
2025-12-08,Eid Offer,YouTube,Chattogram,73536,4282,316,307,1105273.12,15047.5,13271,QR Payment,Premium User
2025-12-08,Ramadan Campaign,Email,Khulna,43445,761,31,28,36483.33,590.34,9846,Send Money,Merchant
2025-12-08,Student Recharge Promo,Facebook,Khulna,36879,717,132,51,35676.59,6515.8,16978,Send Money,New User
2025-12-08,Merchant Payment Promo,Google Ads,Chattogram,106349,5786,1133,1011,382708.13,14253.76,29765,Send Money,New User
2025-12-09,Eid Offer,Email,Chattogram,90823,2777,297,241,201409.58,4859.54,6925,Merchant Payment,Student
2025-12-09,Student Recharge Promo,Push Notification,Dhaka,117835,9750,2352,1991,3273211.18,6288.16,52257,Bill Pay,Merchant
2025-12-09,QR Payment Campaign,Google Ads,Khulna,82453,1281,230,210,262868.36,10194.37,25839,Bill Pay,Existing User
2025-12-10,Cashback Offer,Facebook,Barishal,38047,1250,144,94,107229.71,5366.62,8089,Merchant Payment,Merchant
2025-12-10,Bill Pay Campaign,Email,Sylhet,87426,3049,274,216,423850.83,1349.13,11749,Send Money,Merchant
2025-12-11,QR Payment Campaign,Email,Rangpur,45090,1367,409,331,558506.01,1374.31,1668,Merchant Payment,Existing User
2025-12-11,Merchant Payment Promo,Push Notification,Dhaka,30584,2458,691,395,468785.29,1557.2,62884,Mobile Recharge,New User
2025-12-11,Ramadan Campaign,SMS,Dhaka,87637,6718,1311,626,547996.63,9570.11,58856,QR Payment,New User
2025-12-11,Eid Offer,Facebook,Khulna,28270,1929,787,632,407507.83,3936.5,19663,Bill Pay,New User
2025-12-12,Ramadan Campaign,Push Notification,Dhaka,16301,1543,473,295,1120555.81,783.1,20512,Send Money,Premium User
2025-12-12,Ramadan Campaign,Facebook,Khulna,44539,2022,437,188,324593.61,6238.38,24449,Bill Pay,Existing User
2025-12-12,Cashback Offer,Push Notification,Barishal,54848,4320,1078,640,881141.59,2499.05,15004,QR Payment,Premium User
2025-12-12,Bill Pay Campaign,Push Notification,Barishal,28913,2307,702,518,1530024.84,488.31,6983,Send Money,Merchant
2025-12-13,Ramadan Campaign,Email,Mymensingh,34093,1485,473,280,232796.97,1433.68,17581,Merchant Payment,Existing User
2025-12-13,Bill Pay Campaign,SMS,Dhaka,13443,644,174,94,93017.1,743.45,6517,Send Money,New User
2025-12-13,Merchant Payment Promo,Facebook,Chattogram,16837,1507,475,259,335527.74,3522.11,30966,Send Money,New User
2025-12-14,Student Recharge Promo,SMS,Rajshahi,27939,1051,375,342,178590.7,978.87,5378,Send Money,Existing User
2025-12-15,Student Recharge Promo,Facebook,Rangpur,53130,2439,608,386,210495.83,7321.08,3036,Bill Pay,New User
2025-12-15,Ramadan Campaign,SMS,Rajshahi,42927,3908,1400,884,923272.21,5109.91,7756,Merchant Payment,New User
2025-12-16,Ramadan Campaign,YouTube,Barishal,36205,2441,426,317,483659.14,9636.21,24129,Bill Pay,New User
2025-12-16,Ramadan Campaign,Push Notification,Rajshahi,85386,7214,2383,1219,1264342.4,3495.37,21008,QR Payment,Existing User
2025-12-17,Eid Offer,Facebook,Rajshahi,45894,3149,1228,1021,825366.44,7351.35,24415,Bill Pay,New User
2025-12-17,QR Payment Campaign,Facebook,Rajshahi,15104,1006,256,151,137732.23,2758.94,5234,Mobile Recharge,Premium User
2025-12-17,Bill Pay Campaign,SMS,Chattogram,45300,3788,776,583,1784496.79,4898.7,19448,QR Payment,Merchant
2025-12-17,Student Recharge Promo,Google Ads,Sylhet,22865,1315,100,84,22733.15,4886.58,5777,QR Payment,Student
2025-12-17,Cashback Offer,Email,Dhaka,101191,3657,299,157,82446.92,1480.68,40000,Send Money,Existing User
2025-12-18,App Signup Bonus,YouTube,Rangpur,23241,796,113,97,42566.14,3883.46,3136,QR Payment,Student
2025-12-18,App Signup Bonus,YouTube,Chattogram,83203,3065,488,287,121648.76,15314.8,43299,Send Money,Student
2025-12-18,Student Recharge Promo,SMS,Rajshahi,37516,1929,501,376,98308.05,3294.75,24371,Send Money,Student
2025-12-19,Merchant Payment Promo,Email,Barishal,37855,2136,485,333,369028.01,1996.52,15812,Send Money,New User
2025-12-19,QR Payment Campaign,YouTube,Khulna,33213,1447,284,227,639803.95,3946.4,14747,QR Payment,Premium User
2025-12-19,QR Payment Campaign,Google Ads,Sylhet,60722,2733,561,408,150069.8,14960.21,4023,Merchant Payment,New User
2025-12-19,QR Payment Campaign,Google Ads,Dhaka,137077,4879,1196,1004,2475712.47,12479.9,13556,Bill Pay,Merchant
2025-12-19,Ramadan Campaign,Email,Chattogram,8960,379,44,42,156029.44,171.61,22108,Mobile Recharge,Premium User
2025-12-20,Eid Offer,Facebook,Rangpur,48037,2075,455,236,198747.6,5185.94,9163,Merchant Payment,New User
2025-12-20,Merchant Payment Promo,YouTube,Khulna,26690,1297,227,197,520481.65,5724.04,28850,QR Payment,Merchant
2025-12-20,App Signup Bonus,SMS,Rangpur,16344,1129,355,177,510945.44,1932.58,15689,Bill Pay,Merchant
2025-12-20,Cashback Offer,Facebook,Dhaka,134919,7775,1640,1607,4369437.22,14725.28,14134,QR Payment,Premium User
2025-12-21,Cashback Offer,Push Notification,Rangpur,45505,4005,1039,860,822631.3,1669.34,11985,Bill Pay,Student
2025-12-21,QR Payment Campaign,Google Ads,Sylhet,38881,2388,518,330,1246238.07,8508.16,2799,Bill Pay,Merchant
2025-12-21,Student Recharge Promo,Push Notification,Barishal,14966,1047,361,179,35478.92,492.2,16229,Mobile Recharge,Student
2025-12-22,Bill Pay Campaign,Push Notification,Chattogram,27701,2668,883,793,1151277.58,1422.08,14391,Mobile Recharge,Existing User
2025-12-22,Cashback Offer,Push Notification,Dhaka,23146,2169,475,234,231507.11,789.59,36062,Merchant Payment,Merchant
2025-12-22,App Signup Bonus,Push Notification,Mymensingh,58103,5873,1862,1070,341801.27,2484.83,3071,Merchant Payment,New User
2025-12-22,Eid Offer,Email,Barishal,43105,2672,600,329,639522.54,2035.48,6996,QR Payment,Premium User
2025-12-22,Bill Pay Campaign,Email,Rajshahi,85175,3449,849,604,654320.91,3236.67,25833,Bill Pay,New User
2025-12-22,Bill Pay Campaign,SMS,Sylhet,92379,4545,898,685,291330.69,11135.1,28988,Merchant Payment,New User
2025-12-22,Bill Pay Campaign,Email,Chattogram,31216,1415,191,113,130451.05,487.77,23169,Mobile Recharge,Existing User
2025-12-23,Bill Pay Campaign,SMS,Khulna,77042,7443,1837,1342,917973.27,8033.65,16257,Send Money,Student
2025-12-23,QR Payment Campaign,SMS,Rangpur,53046,3653,723,310,323754.58,5799.05,16457,QR Payment,New User
2025-12-24,Student Recharge Promo,SMS,Dhaka,107103,6124,2278,1122,653658.85,5773.89,60971,Merchant Payment,New User
2025-12-24,Bill Pay Campaign,Google Ads,Mymensingh,51920,1449,212,207,262526.99,6303.97,23507,Merchant Payment,Premium User
2025-12-24,QR Payment Campaign,YouTube,Sylhet,25226,931,258,205,147051.74,5833.75,32342,QR Payment,New User
2025-12-24,Ramadan Campaign,Google Ads,Sylhet,63067,2341,388,351,923482.29,7820.51,32147,QR Payment,Premium User
2025-12-24,Merchant Payment Promo,YouTube,Sylhet,19739,1286,131,110,88730.29,6213.06,1893,Send Money,New User
2025-12-25,Ramadan Campaign,YouTube,Rangpur,10532,379,94,37,52636.1,1200.29,23196,Merchant Payment,New User
2025-12-25,Eid Offer,Push Notification,Chattogram,84862,7999,2228,1683,7021508.65,2285.97,26540,Send Money,Premium User
2025-12-25,Cashback Offer,Push Notification,Mymensingh,65618,6427,1632,1247,695248.25,3075.39,7111,QR Payment,New User
2025-12-25,Cashback Offer,Google Ads,Chattogram,39021,2089,305,289,623674.54,6335.8,45912,Mobile Recharge,Merchant
2025-12-26,Merchant Payment Promo,Facebook,Sylhet,47597,2404,421,362,226080.6,6094.39,13689,Merchant Payment,Student
2025-12-26,Merchant Payment Promo,Google Ads,Barishal,5271,207,44,18,27140.71,740.96,7232,Merchant Payment,New User
2025-12-27,Merchant Payment Promo,Facebook,Rajshahi,21414,883,169,59,34146.53,1574.7,25988,Send Money,Student
2025-12-27,Student Recharge Promo,Facebook,Chattogram,65422,1850,400,283,200175.39,7965.16,25736,QR Payment,Premium User
2025-12-27,Student Recharge Promo,YouTube,Rangpur,21774,465,105,89,37241.93,6631.05,14074,Merchant Payment,New User
2025-12-27,Merchant Payment Promo,Email,Rangpur,27079,909,187,183,329950.87,1189.28,23402,Bill Pay,Premium User
2025-12-27,Cashback Offer,YouTube,Barishal,34528,1136,128,99,171579.72,6034.03,18069,Bill Pay,Premium User
2025-12-28,Student Recharge Promo,Google Ads,Mymensingh,50513,2975,472,418,448586.85,9911.47,5517,Mobile Recharge,Merchant
2025-12-28,Ramadan Campaign,YouTube,Dhaka,158395,3722,349,285,336206.49,19382.24,10926,Merchant Payment,New User
2025-12-28,Bill Pay Campaign,Facebook,Barishal,48760,2847,626,424,296682.68,8670.85,6957,Bill Pay,New User
2025-12-29,Bill Pay Campaign,Push Notification,Sylhet,96588,6656,1887,1344,1789634.0,5408.3,6879,Bill Pay,Premium User
2025-12-29,App Signup Bonus,Push Notification,Khulna,52251,4110,1622,705,395015.09,1753.69,27567,Mobile Recharge,New User
2025-12-29,Bill Pay Campaign,Google Ads,Rajshahi,43114,1374,317,146,141869.72,8720.86,21360,Send Money,New User
2025-12-29,Merchant Payment Promo,Push Notification,Rajshahi,12699,946,243,212,309667.26,563.9,12794,Send Money,Existing User
2025-12-30,Student Recharge Promo,SMS,Mymensingh,22902,1882,447,280,406960.25,2062.56,7722,Mobile Recharge,Merchant
2025-12-30,Eid Offer,Push Notification,Sylhet,55818,5127,918,539,976354.3,1540.07,7309,Mobile Recharge,Merchant
2025-12-31,Ramadan Campaign,Push Notification,Barishal,54495,4111,1693,1488,652974.44,2738.44,13658,Send Money,New User
2025-12-31,Merchant Payment Promo,Google Ads,Chattogram,31835,1571,200,105,343746.13,2657.1,6403,Send Money,Merchant
2025-12-31,Eid Offer,Email,Barishal,60764,3195,834,469,340427.34,1104.94,23885,Merchant Payment,Existing User
